SiO2_1,3.22939942,0.0,0.0,0.0,3.22939942,-0.0,0.0,-0.0,2.92846134
SiO2_10,2.07946185,0.0,-0.0,0.0,2.07946185,0.0,-0.0,0.0,2.22783784
SiO2_100,2.16342058,-0.0,0.0,0.0,2.16342058,-0.0,0.0,-0.0,2.18410635
SiO2_1000,2.11653567,0.0,-0.0,0.0,2.11653567,-0.0,-0.0,-0.0,2.35063588
SiO2_1001,2.07874476,-0.0,1.5e-07,-0.0,2.07874476,-1.5e-07,1.5e-07,-1.5e-07,2.08937943
SiO2_1002,2.28286441,0.0,0.0,-0.0,2.28286441,-0.0,0.0,-0.0,2.23202301
SiO2_1003,3.5099535,0.0,0.0,-0.0,3.5099535,-0.0,0.0,-0.0,3.7051245
SiO2_1004,2.07594851,-0.0,-1.5e-07,-0.0,2.07594851,1.5e-07,-1.5e-07,1.5e-07,2.15866973
SiO2_1005,2.08226434,-0.0,0.0,-0.0,2.08226434,-0.0,0.0,-0.0,2.08033477
SiO2_1006,2.37243533,-0.0,-0.0,0.0,2.37243533,0.0,-0.0,0.0,2.19550304
SiO2_1007,2.5311228,-0.0,-0.0,-0.0,2.5311228,-0.0,-0.0,-0.0,2.36867089
SiO2_1008,2.48092926,0.0,-0.0,-0.0,2.48092926,0.0,-0.0,0.0,2.49283706
SiO2_1009,2.94723264,0.0,0.0,0.0,2.94723264,-0.0,0.0,-0.0,3.00511568
SiO2_101,3.56905846,0.0,3.5e-07,0.0,3.56905846,3.5e-07,3.5e-07,3.5e-07,3.85164845
SiO2_1010,3.4130199,0.0,0.0,0.0,3.4130199,-0.0,0.0,-0.0,3.39954414
SiO2_1011,2.15732352,0.0,0.0,-0.0,2.15732352,-0.0,0.0,-0.0,2.26260898
SiO2_1012,2.95053256,-0.0,0.0,-0.0,2.95053256,0.0,0.0,0.0,2.82349957
SiO2_1013,2.16891396,-0.0,1.7e-07,-0.0,2.16891396,-1.7e-07,1.7e-07,-1.7e-07,2.36843914
