candidate_1_1994,-0.0,0.0,0.42306,0.0,-0.0,-0.0,0.42306,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.42306,-0.0,0.42306,0.0,0.38295,-0.0,0.0,-0.0,0.38295,0.0,0.0,0.0,-0.69586
candidate_1_362,0.0,-0.0,0.47316,-0.0,0.0,-0.0,0.47316,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.47315,-0.0,0.47315,0.0,0.43694,-0.0,0.0,-0.0,0.43694,0.0,0.0,0.0,-0.84905
candidate_1_44,0.0,0.0,0.43409,0.0,0.0,0.0,0.43409,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.43408,0.0,0.43408,0.0,0.39789,0.0,0.0,0.0,0.39789,0.0,0.0,0.0,-0.78134
candidate_1_115,-0.0,-0.0,0.44547,-0.0,0.0,0.0,0.44547,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.44547,0.0,0.44547,0.0,0.41632,0.0,-0.0,0.0,0.41632,0.0,-0.0,0.0,-0.82787
candidate_1_769,-0.00942,-0.00018,0.37255,-0.00018,0.00039,0.00471,0.37255,0.00471,-0.00166,0.00641,-0.00611,0.00468,-0.00611,-0.01374,0.39005,0.00468,0.39005,-0.0022,0.34247,0.00916,-0.00687,0.00916,0.37466,-0.00451,-0.00687,-0.00451,-0.74157
candidate_1_570,0.0,0.0,0.35462,0.0,0.0,0.0,0.35462,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.35462,0.0,0.35462,-0.0,0.34126,0.0,0.0,0.0,0.34126,0.0,0.0,0.0,-0.7108
candidate_1_2168,0.0,-0.0,-0.40944,-0.0,0.0,0.0,-0.40944,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.40944,0.0,-0.40944,-0.0,-0.3833,0.0,0.0,0.0,-0.3833,0.0,0.0,0.0,0.78231
candidate_1_1881,0.0,0.0,-0.43143,0.0,0.0,-0.0,-0.43143,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.43143,-0.0,-0.43143,0.0,-0.4194,-0.0,0.0,-0.0,-0.4194,0.0,0.0,0.0,0.84098
candidate_1_2491,0.0,0.0,0.44319,0.0,0.0,-0.0,0.44319,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.44319,-0.0,0.44319,0.0,0.37924,-0.0,0.0,-0.0,0.37924,0.0,0.0,0.0,-0.67286
candidate_1_917,0.0,-0.0,0.4493,-0.0,0.0,-0.0,0.4493,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.4493,-0.0,0.4493,0.0,0.4236,-0.0,0.0,-0.0,0.4236,0.0,0.0,0.0,-0.84831
