candidate_1_1994,-0.0,-0.0,0.36711,-0.0,0.0,-0.0,0.36711,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.3671,-0.0,0.3671,0.0,0.33795,-0.0,0.0,-0.0,0.33795,0.0,0.0,0.0,-0.60901
candidate_1_362,-0.0,-0.0,0.34372,-0.0,-0.0,0.0,0.34372,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.34372,0.0,0.34372,-0.0,0.33461,0.0,0.0,0.0,0.33461,-0.0,0.0,-0.0,-0.59252
candidate_1_44,0.0,-0.0,0.34485,-0.0,0.0,0.0,0.34485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34485,0.0,0.34485,0.0,0.35559,0.0,0.0,0.0,0.35559,0.0,0.0,0.0,-0.63382
candidate_1_115,-0.0,0.00258,0.32235,0.00258,0.0,-0.0,0.32235,-0.0,0.0,0.00258,0.0,-0.0,0.0,-0.00258,0.32235,-0.0,0.32235,0.0,0.34494,-0.0,0.0,-0.0,0.34494,0.0,0.0,0.0,-0.56176
candidate_1_769,0.0,0.0,0.31408,0.0,-0.0,-0.0,0.31408,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.31408,-0.0,0.31408,0.0,0.30386,-0.0,-0.0,-0.0,0.30386,0.0,-0.0,0.0,-0.75761
candidate_1_570,-0.0,0.0,-0.31717,0.0,-0.0,-0.0,-0.31717,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.31717,0.0,-0.31717,-0.0,-0.3606,-0.0,0.0,-0.0,-0.3606,0.0,0.0,0.0,0.60917
candidate_1_2168,-0.0,0.0,-0.33198,0.0,0.0,-0.0,-0.33198,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.33197,-0.0,-0.33197,0.0,-0.32691,-0.0,0.0,-0.0,-0.32691,0.0,0.0,0.0,0.64496
candidate_1_1881,-0.0,-0.0,0.30749,-0.0,0.0,0.0,0.30749,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.30749,0.0,0.30749,0.0,0.28216,0.0,0.0,0.0,0.28216,0.0,0.0,0.0,-0.78239
candidate_1_2491,0.0,0.0,0.30374,0.0,0.0,0.0,0.30374,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.30374,0.0,0.30374,0.0,0.32741,0.0,0.0,0.0,0.32741,0.0,0.0,0.0,-0.70778
candidate_1_917,-0.0,0.0,0.29331,0.0,-0.0,0.0,0.29331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29331,0.0,0.29331,-0.0,0.32272,0.0,0.0,0.0,0.32272,0.0,0.0,0.0,-0.68714
candidate_1_547,0.0,0.0,0.34704,0.0,-0.0,-0.0,0.34704,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.34704,-0.0,0.34704,0.0,0.37101,-0.0,0.0,-0.0,0.37101,0.0,0.0,0.0,-0.55681
candidate_1_1171,-0.0,0.0,0.34683,0.0,0.0,-0.0,0.34683,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.34683,-0.0,0.34683,-0.0,0.33143,-0.0,0.0,-0.0,0.33143,0.0,0.0,0.0,-0.56971
candidate_1_2707,-0.0,0.0,-0.32054,0.0,-0.0,0.0,-0.32054,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.32054,0.0,-0.32054,0.0,-0.31232,0.0,0.0,0.0,-0.31232,-0.0,0.0,-0.0,0.64868
candidate_1_1908,0.0,-0.0,-0.28982,-0.0,-0.0,-0.0,-0.28982,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.28982,-0.0,-0.28982,0.0,-0.29752,-0.0,0.0,-0.0,-0.29752,0.0,0.0,0.0,0.71163
